"","gene_symbols","IST-MES1","MPP-89","MSTO-211H","NCI-H2052","NCI-H226","NCI-H2369","NCI-H2373","NCI-H2452","NCI-H2461","NCI-H2591","NCI-H2595","NCI-H2722","NCI-H2731","NCI-H2795","NCI-H28","NCI-H2803","NCI-H2804","NCI-H2810","NCI-H2818","NCI-H2869","NCI-H290"
"22104","TRBJ2-2P","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22105","TRBJ2-3","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22106","TRBJ2-4","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22107","TRBJ2-5","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22108","TRBJ2-6","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22109","TRBJ2-7","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22110","TRBV1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22111","TRBV2","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22112","TRBV3-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22113","TRBV4-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22114","TRBV4-2","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22115","TRBV5-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22116","TRBV5-2","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22117","TRBV5-3","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22118","TRBV5-4","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22119","TRBV5-5","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22120","TRBV5-6","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22121","TRBV5-7","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22122","TRBV6-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22123","TRBV6-4","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22124","TRBV6-5","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22125","TRBV6-6","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22126","TRBV6-7","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22127","TRBV6-8","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22128","TRBV6-9","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22129","TRBV7-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22130","TRBV7-3","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22131","TRBV7-4","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22132","TRBV7-5","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22133","TRBV7-6","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22134","TRBV7-7","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22135","TRBV7-8","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22136","TRBV8-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22137","TRBV8-2","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22138","TRBV9","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22139","TRBV10-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22140","TRBV10-2","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22141","TRBV11-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22142","TRBV11-2","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22143","TRBV12-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22144","TRBV12-2","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22145","TRBV19","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22146","TRBV20-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22147","TRBV20OR9-2","2.0","2.0","4.0","4.0","1.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","3.0","2.0","2.0","1.0","2.0","4.0","3.0","2.0","3.0"
"22148","TRBV21-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22149","TRBV21OR9-2","2.0","2.0","4.0","4.0","1.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","3.0","2.0","2.0","1.0","2.0","4.0","3.0","2.0","3.0"
"22150","TRBV22-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22151","TRBV22OR9-2","2.0","2.0","4.0","4.0","1.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","3.0","2.0","2.0","1.0","2.0","4.0","3.0","2.0","3.0"
"22152","TRBV23-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22153","TRBV23OR9-2","2.0","2.0","4.0","4.0","1.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","3.0","2.0","2.0","1.0","2.0","4.0","3.0","2.0","3.0"
"22154","TRBV24-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22155","TRBV24OR9-2","2.0","2.0","4.0","4.0","1.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","3.0","2.0","2.0","1.0","2.0","4.0","3.0","2.0","3.0"
"22156","TRBV25-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22157","TRBV25OR9-2","2.0","2.0","4.0","4.0","1.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","3.0","2.0","2.0","1.0","2.0","4.0","3.0","2.0","3.0"
"22158","TRBV26","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22159","TRBV27","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22160","TRBV28","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22161","TRBV29-1","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22162","TRBV30","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22163","TRBVA","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22164","TRBVB","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22165","TRDMT1","3.0","2.0","3.0","3.0","2.0","4.0","2.0","6.0","5.0","1.0","1.0","4.0","1.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","4.0"
"22166","TRDN","3.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","5.0","1.0","4.0","3.0","4.0","1.0","4.0","2.0","2.0","4.0","2.0","2.0","2.0"
"22167","TRE-CTC4-1","2.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","3.0","1.0","3.0","2.0","3.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","3.0"
"22168","TRE-CTC11-1","3.0","3.0","3.0","3.0","2.0","4.0","2.0","2.0","3.0","2.0","2.0","4.0","3.0","2.0","3.0","1.0","4.0","2.0","3.0","1.0","4.0"
"22169","TRE-CTC15-1","4.0","2.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","3.0","2.0","4.0"
"22170","TRE-CTC16-1","3.0","2.0","4.0","4.0","2.0","6.0","2.0","4.0","7.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"22171","TRE-CTC18-1","4.0","2.0","2.0","2.0","1.0","0.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"22172","TRE-TTC7-1","6.0","3.0","2.0","2.0","2.0","4.0","1.0","3.0","6.0","2.0","3.0","5.0","0.0","2.0","5.0","2.0","2.0","3.0","4.0","3.0","4.0"
"22173","TRE-TTC9-1","4.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"22174","TRE-TTC10-1","6.0","3.0","3.0","2.0","2.0","4.0","1.0","3.0","6.0","2.0","3.0","5.0","2.0","2.0","5.0","2.0","2.0","3.0","4.0","3.0","4.0"
"22175","TREH","3.0","1.0","3.0","5.0","2.0","3.0","1.0","4.0","4.0","2.0","3.0","4.0","2.0","1.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22176","TREM1","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22177","TREM2","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22178","TREML1","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22179","TREML2","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22180","TREML3P","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22181","TREML4","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22182","TREML5P","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22183","TRERF1","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22184","TREX1","2.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","1.0","1.0","5.0","2.0","2.0","3.0","4.0","1.0","2.0"
"22185","TREX2","4.0","3.0","2.0","3.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"22186","TRG-CCC4-1","1.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","3.0","1.0","3.0","2.0","2.0","1.0","4.0","2.0","3.0","3.0","4.0","1.0","2.0"
"22187","TRG-CCC7-1","2.0","2.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"22188","TRGC1","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22189","TRGC2","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22190","TRGJ1","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22191","TRGJ2","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22192","TRGJP","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22193","TRGJP1","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22194","TRGJP2","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22195","TRGV1","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22196","TRGV2","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22197","TRGV3","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22198","TRGV4","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22199","TRGV5","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22200","TRGV5P","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22201","TRGV6","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22202","TRGV7","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22203","TRGV8","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22204","TRGV9","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22205","TRGV10","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22206","TRGV11","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22207","TRGVA","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22208","TRGVB","4.0","2.0","4.0","3.0","3.0","7.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22209","TRH","4.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","2.0","4.0","1.0","3.0"
"22210","TRHDE","3.0","2.0","4.0","5.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"22211","TRHR","4.0","3.0","3.0","7.0","2.0","4.0","2.0","3.0","6.0","2.0","4.0","4.0","3.0","3.0","3.0","1.0","6.0","4.0","3.0","2.0","4.0"
"22212","TRI-TAT2-2","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22213","TRI-TAT2-3","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22214","TRIAP1","3.0","2.0","4.0","4.0","2.0","6.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"22215","TRIB1","6.0","3.0","3.0","7.0","2.0","4.0","2.0","3.0","8.0","2.0","4.0","4.0","3.0","3.0","3.0","1.0","6.0","4.0","3.0","2.0","4.0"
"22216","TRIB2","2.0","2.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","5.0","3.0","2.0","4.0","2.0","3.0","4.0","4.0","2.0","4.0"
"22217","TRIB3","4.0","2.0","3.0","5.0","1.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"22218","TRIL","4.0","2.0","4.0","3.0","3.0","6.0","2.0","4.0","9.0","2.0","4.0","5.0","4.0","3.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"22219","TRIM2","3.0","2.0","4.0","3.0","2.0","4.0","2.0","2.0","5.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","3.0"
"22220","TRIM3","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","1.0","3.0"
"22221","TRIM4","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","1.0","4.0","3.0","4.0","2.0","3.0"
"22222","TRIM5","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","3.0","2.0","4.0","2.0","4.0","1.0","3.0"
"22223","TRIM6","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","3.0","2.0","4.0","2.0","4.0","1.0","3.0"
"22224","TRIM6-TRIM34","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","3.0","2.0","4.0","2.0","4.0","1.0","3.0"
"22225","TRIM7","4.0","2.0","4.0","4.0","2.0","4.0","1.0","4.0","6.0","2.0","4.0","4.0","3.0","2.0","5.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22226","TRIM8","1.0","2.0","2.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","2.0","2.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22227","TRIM9","4.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","2.0"
"22228","TRIM10","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"22229","TRIM11","3.0","3.0","3.0","4.0","1.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"22230","TRIM13","2.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","4.0","1.0","3.0","2.0","2.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","3.0"
"22231","TRIM14","3.0","3.0","2.0","4.0","2.0","4.0","2.0","2.0","6.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","4.0","4.0","2.0","4.0"
"22232","TRIM15","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"22233","TRIM16","4.0","2.0","4.0","5.0","2.0","2.0","2.0","3.0","4.0","1.0","4.0","4.0","2.0","2.0","3.0","2.0","2.0","4.0","4.0","2.0","5.0"
"22234","TRIM16L","4.0","2.0","4.0","6.0","2.0","2.0","2.0","3.0","4.0","1.0","3.0","4.0","2.0","2.0","3.0","2.0","2.0","4.0","4.0","2.0","4.0"
"22235","TRIM17","3.0","3.0","3.0","4.0","1.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"22236","TRIM21","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","3.0","2.0","4.0","2.0","4.0","1.0","3.0"
"22237","TRIM22","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","3.0","2.0","4.0","2.0","4.0","1.0","3.0"
"22238","TRIM23","3.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0"
"22239","TRIM24","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","3.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"22240","TRIM25","4.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","3.0","3.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0"
"22241","TRIM26","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"22242","TRIM27","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"22243","TRIM28","4.0","2.0","4.0","4.0","2.0","2.0","2.0","2.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"22244","TRIM29","3.0","1.0","3.0","5.0","2.0","3.0","1.0","4.0","4.0","2.0","3.0","4.0","2.0","1.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"22245","TRIM31","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"22246","TRIM32","3.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","4.0","4.0","2.0","5.0"
